id,sentence,has_idiom,idiom_text,emotion,idiom_meaning,annotator_1,annotator_2,annotator_3
2335,"The big company went bankrupt overnight, surprising everyone.",1,out of business,surprised,bankrupt,surprised,surprised,sad
2336,He was shocked to death when his shop went bankrupt due to the pandemic.,1,out of business,surprised,bankrupt,surprised,surprised,surprised
2337,I was shocked to hear that my friend had gone bankrupt even though his business was good.,1,out of business,surprised,bankrupt,surprised,surprised,surprised
2338,"Unexpectedly, the factory went bankrupt after 50 years of existence.",1,out of business,surprised,bankrupt,surprised,surprised,scared
2339,The news of the closure of a large mall shocked residents.,1,out of business,surprised,bankrupt,surprised,surprised,surprised
2340,He almost fainted when he found out his restaurant was going out of business.,1,out of business,surprised,bankrupt,surprised,sad,surprised
2341,The family was stunned to see the business that had been passed down for generations go out of business.,1,out of business,surprised,bankrupt,surprised,surprised,surprised
2342,Employees were shocked to hear that the company they worked for was going bankrupt.,1,out of business,surprised,bankrupt,surprised,surprised,surprised
2343,"Going out of business in an instant, that was a bitter surprise for him.",1,out of business,surprised,bankrupt,surprised,scared,surprised
2344,"His feud finally ended up in court, he was shocked.",1,green table,surprised,court,surprised,surprised,surprised
2345,"Unexpectedly, the case was brought to court this week.",1,green table,surprised,court,surprised,surprised,surprised
2346,He jumped in surprise when he received a summons from the court.,1,green table,surprised,court,surprised,surprised,surprised
2347,The court's decision was a complete surprise to all parties.,1,green table,surprised,court,surprised,surprised,scared
2348,The family fell silent as their names were called at the court.,1,green table,surprised,court,surprised,surprised,surprised
2349,They don't trust they will have to face the court.,1,green table,surprised,court,surprised,surprised,surprised
2350,"The court proceedings were swift, leaving me stunned.",1,green table,surprised,court,surprised,happy,surprised
2351,The judge at the green table read out a surprising verdict.,1,green table,surprised,court,surprised,surprised,angry
2352,"A trivial case could end up in court, really surprising.",1,green table,surprised,court,surprised,surprised,surprised
2353,"Suddenly he had to face the green table, his heart was pounding.",1,green table,surprised,court,surprised,surprised,surprised
2354,"Caught stealing, he had long arms which shocked everyone.",1,arm length,surprised,happys to steal,surprised,surprised,surprised
2355,"It turns out that the good neighbor is long-handed, the residents were amazed.",1,arm length,surprised,happys to steal,surprised,surprised,surprised
2356,I was surprised to find out that my favorite employee had long arms.,1,arm length,surprised,happys to steal,surprised,surprised,surprised
2357,He was stunned when he found out that his long-handed friend had stolen the cash.,1,arm length,surprised,happys to steal,surprised,surprised,sad
2358,"The length of his hand was exposed in public, everyone was shocked.",1,arm length,surprised,happys to steal,surprised,surprised,surprised
2359,I gasped when I heard that the orphan was long-handed at the orphanage.,1,arm length,surprised,happys to steal,surprised,surprised,surprised
2360,"The former police officer was long-handed, the public was shocked.",1,arm length,surprised,happys to steal,surprised,surprised,surprised
2361,"The RT head turned out to be long-handed, the residents didn't trust him.",1,arm length,surprised,happys to steal,surprised,surprised,surprised
2362,He almost fainted when his biological child was proven to have long arms.,1,arm length,surprised,happys to steal,surprised,surprised,surprised
2363,I was stunned to see the exemplary teacher's long arms.,1,arm length,surprised,happys to steal,surprised,surprised,surprised
2364,"He stepped in to help neighbors who were in trouble, making everyone moved.",1,helpful,surprised,helpful,surprised,surprised,surprised
2365,His light hand was very surprising because he was new to the village.,1,helpful,surprised,helpful,surprised,surprised,surprised
2366,"Unexpectedly, the rich man was so generous in helping the poor.",1,helpful,surprised,helpful,surprised,surprised,surprised
2367,"He was light-handed during the disaster, everyone was shocked.",1,helpful,surprised,helpful,surprised,angry,surprised
2368,The young man's light hand amazed the elderly.,1,helpful,surprised,helpful,surprised,surprised,surprised
2369,I was amazed to see his light hand even though he himself was having a hard time.,1,helpful,surprised,helpful,surprised,trust,surprised
2370,His generosity in the orphanage was truly beyond expectations.,1,helpful,surprised,helpful,surprised,surprised,surprised
2371,"He was quick to help the accident victims, everyone was stunned.",1,helpful,surprised,helpful,surprised,surprised,angry
2372,"Selflessly, he helped generously, it was truly surprising.",1,helpful,surprised,helpful,surprised,surprised,surprised
2373,His light hand made him a positive topic of conversation.,1,helpful,surprised,helpful,surprised,surprised,surprised
2374,"He left when he heard the police coming, everyone was shocked.",1,lift your feet,surprised,go away,surprised,scared,surprised
2375,"Without saying goodbye, he left the rented house, the owner was shocked.",1,lift your feet,surprised,go away,surprised,surprised,surprised
2376,"The party chairman left when the scandal broke, leaving the public stunned.",1,lift your feet,surprised,go away,surprised,surprised,surprised
2377,"He left in the middle of the night, his family was shocked.",1,lift your feet,surprised,go away,surprised,surprised,surprised
2378,"The employee left after taking the company's money, everyone couldn't trust it.",1,lift your feet,surprised,go away,surprised,surprised,happy
2379,"The boss left without a word, leaving us all stunned.",1,lift your feet,surprised,go away,surprised,surprised,surprised
2380,"He left when the debt was demanded, the creditor was shocked to death.",1,lift your feet,surprised,go away,surprised,surprised,angry
2381,"The neighbors left as soon as they found out their house was going to be demolished, and were stunned.",1,lift your feet,surprised,go away,surprised,trust,surprised
2382,"The fugitive left the country, the authorities gasped.",1,lift your feet,surprised,go away,surprised,surprised,surprised
2383,"He left the company after receiving the bonus, everyone was surprised.",1,lift your feet,surprised,go away,surprised,surprised,surprised
2384,"When faced with a difficult question, he immediately raised his hand, the teacher was surprised.",1,Raise your hands,surprised,give up,surprised,surprised,surprised
2385,"He raised his hand as the discussion heated up, his friends stunned.",1,Raise your hands,surprised,give up,surprised,surprised,surprised
2386,"After hours, he finally raised his hand, everyone was stunned.",1,Raise your hands,surprised,give up,surprised,surprised,surprised
2387,"The strong opposing team made us give up, the coach was shocked.",1,Raise your hands,surprised,give up,surprised,surprised,angry
2388,"He raised his hand in the middle of the debate, which was unexpected.",1,Raise your hands,surprised,give up,surprised,surprised,surprised
2389,"Raising his hand he faced the pressures of life, his family was shocked.",1,Raise your hands,surprised,give up,surprised,surprised,surprised
2390,"The committee chairman threw up his hands because he had run out of funds, everyone was stunned.",1,Raise your hands,surprised,give up,surprised,surprised,surprised
2391,"He raised his hand when asked to resolve the conflict, surprising.",1,Raise your hands,surprised,give up,surprised,surprised,surprised
2392,"No matter how hard he tried, he finally raised his hand, his friends were stunned.",1,Raise your hands,surprised,give up,surprised,neutral,surprised
2393,"He raised his hand after failing so many times, which really surprised us.",1,Raise your hands,surprised,give up,surprised,surprised,surprised
2394,"He looked away when I spoke to him, I was surprised.",1,look away,surprised,look away because you don't happy it,surprised,surprised,surprised
2395,"The guest looked away as soon as he saw me, I was stunned.",1,look away,surprised,look away because you don't happy it,surprised,surprised,surprised
2396,"My old friend looked away when we passed each other, my heart was shocked.",1,look away,surprised,look away because you don't happy it,surprised,surprised,surprised
2397,"He looked away when his name was called, everyone was shocked.",1,look away,surprised,look away because you don't happy it,surprised,surprised,surprised
2398,"The child looked away when he was advised, his mother gasped.",1,look away,surprised,look away because you don't happy it,surprised,surprised,surprised
2399,"My ex-best friend turned her back on me in public, I can't trust it.",1,look away,surprised,look away because you don't happy it,surprised,surprised,surprised
2400,"The official looked away when asked by reporters, leaving the public stunned.",1,look away,surprised,look away because you don't happy it,surprised,surprised,surprised
2401,"He looked away when I apologized, which was surprising.",1,look away,surprised,look away because you don't happy it,surprised,surprised,surprised
2402,"For no reason, he looked away at me, my heart was shocked.",1,look away,surprised,look away because you don't happy it,surprised,surprised,surprised
